CourseTitle ,Term ,Faculty ,CourseSection ,Area ,Campus ,Meeting Pattern ,Class ,InstructorOverall ,Learning ,Difficulty ,Global ,Examples ,Workload ,Total Responses ,Number of enrollees
New Venture Development ,Winter 2017 ,"Desai, Rick" ,KIEI-940-0 (81) ,KIEI ,Evanston ,Tue 6:30PM - 9:30PM ,5.3 ,5.7 ,5.5 ,5.2 ,4.8 ,5.5 ,4.5 ,15 ,19
"Entrepreneurship: Building Innovation, Teams, and Cultures" ,Winter 2017 ,"Achler, Mark" ,KIEI-952-5 (SF) ,KIEI ,Off Campus ,TBA  ,5.3 ,5.7 ,5.3 ,5.4 ,5.4 ,5.7 ,2.1 ,7 ,13
Organizations in Their Environments ,Winter 2017 ,"Weber, Klaus" ,MORS-525-2 (21) ,MORS ,Evanston ,Tue 9:00AM - 12:00PM ,5.3 ,5.7 ,5.7 ,6.0 ,6.0 ,6.0 ,4.3 ,3 ,7
Introduction to Software Development ,Winter 2017 ,"Eng, Brian" ,KIEI-924-0 (61) ,KIEI ,Evanston ,Tue 1:30PM - 4:30PM ,5.3 ,5.6 ,5.5 ,5.5 ,4.6 ,5.2 ,3.4 ,29 ,36
Managerial Economics ,Winter 2017 ,"Schummer, James" ,MECNX-430-0 (108) ,MECNX ,Evanston ,TBA  ,5.3 ,5.6 ,5.4 ,5.6 ,5.2 ,5.3 ,3.9 ,51 ,66
Marketing Strategy for Growth and Defense ,Winter 2017 ,"Calkins, Timothy" ,MKTG-466-0 (70) ,MKTG ,Chicago ,Thu 6:00PM - 9:00PM ,5.3 ,5.5 ,5.3 ,5.2 ,5.4 ,5.8 ,3.2 ,24 ,63
Value Investing ,Winter 2017 ,"Jagannathan, Ravi" ,FINC-444-0 (61) ,FINC ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,5.3 ,5.4 ,5.4 ,5.4 ,5.5 ,5.8 ,3.6 ,13 ,14
Medical Technology Financing and Commercialization ,Winter 2017 ,"Arnold, Katie" ,KIEI-911-0 (80) ,KIEI ,Evanston ,Fri 1:30PM - 4:30PM ,5.3 ,5.4 ,5.4 ,5.1 ,5.1 ,5.6 ,3.0 ,16 ,19
Medical Technology Financing and Commercialization ,Winter 2017 ,"Norton, Evan" ,KIEI-911-0 (80) ,KIEI ,Evanston ,Fri 1:30PM - 4:30PM ,5.3 ,5.4 ,5.4 ,5.1 ,5.1 ,5.6 ,3.1 ,16 ,19
Personal Leadership Insights ,Winter 2017 ,"Ellington Booth, Brenda" ,KACI-461-5 (62) ,KACI ,Evanston ,Thu 1:30PM - 3:00PM ,5.3 ,5.4 ,5.5 ,5.2 ,5.6 ,5.5 ,2.4 ,10 ,10
Beyond Diversity: The Fundamentals of Inclusive Leadership ,Winter 2017 ,"Pearce, Nicholas" ,MORS-462-5 (70) ,MORS ,Chicago ,Tue 6:00PM - 9:00PM ,5.3 ,5.4 ,5.4 ,5.6 ,5.5 ,5.2 ,2.6 ,20 ,28
U.S. Healthcare Strategy ,Winter 2017 ,"Garthwaite, Craig" ,STRTX-945-0 (EA1) ,STRTX ,Evanston ,TBA  ,5.3 ,5.4 ,5.4 ,5.6 ,5.2 ,5.7 ,3.5 ,18 ,60
Personal Leadership Insights ,Winter 2017 ,"Corona, Paul" ,KACI-461-5 (66) ,KACI ,Evanston ,Thu 10:30AM - 12:00PM ,5.3 ,5.3 ,5.4 ,5.4 ,4.9 ,5.1 ,2.3 ,7 ,9
New Venture Development ,Winter 2017 ,"Darragh, Linda" ,KIEI-940-0 (81) ,KIEI ,Evanston ,Tue 6:30PM - 9:30PM ,5.3 ,5.2 ,5.4 ,5.3 ,4.8 ,5.4 ,4.5 ,15 ,19
Political Economy II: Conflict and Cooperation ,Winter 2017 ,"Baliga, Sandeep" ,MECS-540-2 (21) ,MECS ,Evanston ,Mon 2:00PM - 5:00PM ,5.3 ,5.0 ,5.8 ,5.0 ,5.7 ,5.0 ,3.0 ,4 ,7
Private Equity Lab ,Winter 2017 ,"Stowell, David" ,FINC-939-0 (61) ,FINC ,Evanston ,Wed  ,5.3 ,4.7 ,5.3 ,5.2 ,4.2 ,5.1 ,5.5 ,11 ,23
Education Consulting Lab ,Winter 2017 ,"Haider, Donald" ,KPPI-918-5 (61) ,KPPI ,Evanston ,TBA 12:00AM - 12:00AM ,5.3 ,4.3 ,4.3 ,5.7 ,5.3 ,5.0 ,3.3 ,3 ,21
Marketing Consulting Laboratory: Generating Profitable Growth ,Winter 2017 ,"Hennessy, Julie" ,MKTG-950-0 (61) ,MKTG ,Evanston ,Tue/Fri 3:30PM - 5:00PM ,5.2 ,5.6 ,5.1 ,5.3 ,4.3 ,4.9 ,4.0 ,20 ,37
Finance II ,Winter 2017 ,"Matsa, David" ,FINC-431-0 (62) ,FINC ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,5.2 ,5.6 ,5.4 ,5.3 ,5.0 ,5.5 ,3.2 ,39 ,42
Beyond Diversity: The Fundamentals of Inclusive Leadership ,Winter 2017 ,"Pearce, Nicholas" ,MORS-462-5 (80) ,MORS ,Evanston ,Fri 1:30PM - 4:30PM ,5.2 ,5.6 ,5.2 ,5.4 ,5.3 ,5.1 ,2.4 ,18 ,30
Game Theory and Strategic Decisions ,Winter 2017 ,"Dale, Donald" ,DECS-452-0 (61) ,DECS ,Evanston ,Tue/Fri 3:30PM - 5:00PM ,5.2 ,5.6 ,5.2 ,5.3 ,4.8 ,5.0 ,2.8 ,44 ,50
International Business Strategy ,Winter 2017 ,"Levy, Philip" ,STRT-460-0 (70) ,STRT ,Chicago ,Sat 9:00AM - 12:00PM ,5.2 ,5.5 ,5.4 ,5.5 ,5.8 ,5.7 ,3.0 ,36 ,47
Leading High Impact Teams ,Winter 2017 ,"Thompson, Leigh" ,MORSX-460-0 (EA2) ,MORSX ,Evanston ,TBA  ,5.2 ,5.4 ,5.2 ,5.1 ,5.0 ,5.3 ,2.6 ,26 ,58
"Entrepreneurship: Building Innovation, Teams, and Cultures" ,Winter 2017 ,"Dwyer, Joe" ,KIEI-952-5 (81) ,KIEI ,Evanston ,Mon 6:30PM - 9:30PM ,5.2 ,5.4 ,5.3 ,4.9 ,4.3 ,5.3 ,2.1 ,20 ,36
New Venture Discovery ,Winter 2017 ,"Schonthal, David" ,KIEIX-462-0 (EA1) ,KIEIX ,Evanston ,TBA  ,5.2 ,5.4 ,5.2 ,5.2 ,4.5 ,5.4 ,3.5 ,17 ,34
Creating & Managing Strategic Alliances ,Winter 2017 ,"Zajac, Edward" ,MORSX-454-0 (EW1) ,MORSX ,Evanston ,TBA  ,5.2 ,5.3 ,5.4 ,5.2 ,5.2 ,5.4 ,3.4 ,36 ,56
Real Estate Entrepreneurship ,Winter 2017 ,"Bennett, William" ,REAL-925-0 (81) ,REAL ,Evanston ,Tue 6:30PM - 9:30PM ,5.2 ,5.2 ,5.4 ,5.4 ,4.2 ,5.2 ,3.6 ,30 ,48
Financial Decisions ,Winter 2017 ,"Benmelech, Efraim" ,FINC-442-0 (63) ,FINC ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,5.2 ,4.7 ,5.5 ,5.6 ,5.2 ,5.3 ,4.2 ,41 ,44
Personal Leadership Insights ,Winter 2017 ,"Langewisch, Robert" ,KACI-461-5 (64) ,KACI ,Evanston ,Tue 10:30AM - 12:00PM ,5.2 ,4.6 ,5.1 ,5.0 ,4.4 ,5.0 ,2.0 ,10 ,10
Personal Leadership Insights ,Winter 2017 ,"Ellington Booth, Brenda" ,KACI-461-5 (61) ,KACI ,Evanston ,Mon 1:30PM - 3:00PM ,5.2 ,4.5 ,5.3 ,5.0 ,5.2 ,4.8 ,2.3 ,6 ,10
Finance I ,Winter 2017 ,"Furfine, Craig" ,FINC-430-0 (71) ,FINC ,Chicago ,Wed 6:00PM - 9:00PM ,5.1 ,5.5 ,5.5 ,5.5 ,4.8 ,5.3 ,3.7 ,59 ,64
Leadership and Crisis Management ,Winter 2017 ,"Spenkuch, Jorg" ,KPPI-440-5 (71) ,KPPI ,Chicago ,Non-Standard Meetings ,5.1 ,5.5 ,5.0 ,4.7 ,5.6 ,5.5 ,2.0 ,36 ,46
Retail Analytics and Pricing ,Winter 2017 ,"Tuchman, Anna" ,MKTG-462-0 (61) ,MKTG ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,5.1 ,5.3 ,5.5 ,5.2 ,5.4 ,5.5 ,3.2 ,20 ,22
Statistical Decision Analysis ,Winter 2017 ,"Bassamboo, Achal" ,DECSX-434-0 (110) ,DECSX ,Evanston ,TBA  ,5.1 ,5.3 ,5.4 ,5.6 ,5.0 ,5.2 ,3.7 ,64 ,68
Entrepreneurial Tools for Digital Marketing ,Winter 2017 ,"Henikoff, Troy" ,MKTG-961-5 (81) ,MKTG ,Evanston ,Mon 6:30PM - 9:30PM ,5.1 ,5.2 ,5.2 ,4.9 ,4.4 ,5.4 ,2.8 ,46 ,65
Finance II ,Winter 2017 ,"Chopra, Navin" ,FINC-431-0 (63) ,FINC ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,5.1 ,5.2 ,5.6 ,5.4 ,5.1 ,5.6 ,2.7 ,17 ,18
Accelerated Corporate Finance ,Winter 2017 ,"DeFusco, Anthony" ,FINC-440-0 (70) ,FINC ,Chicago ,Mon 6:00PM - 9:00PM ,5.1 ,5.2 ,5.5 ,5.4 ,4.6 ,5.4 ,3.3 ,19 ,21
Leader as Coach ,Winter 2017 ,"Ellington Booth, Brenda" ,KACI-462-0 (61) ,KACI ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,5.1 ,5.2 ,5.3 ,4.9 ,4.5 ,4.9 ,2.7 ,34 ,36
Managerial Economics ,Winter 2017 ,"Schummer, James" ,MECNX-430-0 (109) ,MECNX ,Off Campus ,TBA  ,5.1 ,5.1 ,5.3 ,5.1 ,5.2 ,4.9 ,3.2 ,18 ,54
Frameworks for Strategic Analysis ,Winter 2017 ,"Hubbard, Thomas" ,STRTX-430-0 (110) ,STRTX ,Evanston ,TBA  ,5.1 ,5.1 ,5.5 ,5.5 ,5.3 ,5.5 ,4.4 ,56 ,68
Marketing Strategy ,Winter 2017 ,"Chernev, Alexander" ,MKTGX-466-0 (109) ,MKTGX ,Off Campus ,TBA  ,5.1 ,5.0 ,5.8 ,5.6 ,5.7 ,5.7 ,3.1 ,19 ,54
Entrepreneurship Through Acquisition ,Winter 2017 ,"Schneider, Alexander" ,KIEI-905-5 (81) ,KIEI ,Evanston ,Wed 6:30PM - 9:30PM ,5.1 ,4.9 ,5.3 ,5.0 ,3.8 ,5.5 ,2.9 ,40 ,59
Financial Decisions ,Winter 2017 ,"Benmelech, Efraim" ,FINC-442-0 (62) ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,5.1 ,4.6 ,5.5 ,5.5 ,5.1 ,5.5 ,4.0 ,43 ,49
Health and Human Rights ,Winter 2017 ,"Sorensen, Juliet" ,KPPI-933-0 (70) ,KPPI ,Chicago ,Tue 6:00PM - 9:00PM ,5.0 ,6.0 ,5.7 ,6.0 ,5.7 ,4.3 ,3.3 ,3 ,7
Microeconomic Analysis ,Winter 2017 ,"Kets, Willemien" ,MECN-430-0 (62) ,MECN ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,5.0 ,5.6 ,5.2 ,5.0 ,5.4 ,5.4 ,2.7 ,55 ,65
Business Analytics I ,Winter 2017 ,"Gradwohl, Ronen" ,DECS-430-5 (71) ,DECS ,Chicago ,Tue 6:00PM - 9:00PM ,5.0 ,5.6 ,5.4 ,5.1 ,5.0 ,5.3 ,2.6 ,39 ,41
Quantitative Marketing: Statistical Modeling ,Winter 2017 ,"McShane, Blake" ,MKTG-551-2 (21) ,MKTG ,Evanston ,Tue 3:30PM - 6:30PM ,5.0 ,5.5 ,5.5 ,5.0 ,5.5 ,5.5 ,4.5 ,2 ,7
Financial Strategy and Tax ,Winter 2017 ,"Petersen, Mitchell" ,FINC-447-0 (81) ,FINC ,Evanston ,Mon 6:30PM - 9:30PM ,5.0 ,5.5 ,5.3 ,5.8 ,5.3 ,5.4 ,3.7 ,39 ,45
Capital Markets ,Winter 2017 ,"Dew-Becker, Ian" ,FINC-950-0 (70) ,FINC ,Chicago ,Thu 6:00PM - 9:00PM ,5.0 ,5.5 ,5.6 ,5.8 ,5.4 ,5.4 ,3.1 ,8 ,13
Game Theory ,Winter 2017 ,"Kalai, Ehud" ,MECSX-460-0 (EA2) ,MECSX ,Evanston ,TBA  ,5.0 ,5.4 ,5.3 ,5.5 ,4.5 ,4.4 ,4.1 ,8 ,30
Strategy and Organization ,Winter 2017 ,"Li, Jin" ,STRT-452-0 (70) ,STRT ,Chicago ,Tue 6:00PM - 9:00PM ,5.0 ,5.4 ,5.4 ,5.3 ,5.2 ,5.6 ,2.6 ,26 ,29
Managerial Accounting ,Winter 2017 ,"Walther, Beverly" ,ACCT-431-0 (62) ,ACCT ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,5.0 ,5.4 ,5.4 ,5.1 ,4.7 ,5.1 ,2.7 ,45 ,53
Strategic Brand Management ,Winter 2017 ,"Chernev, Alexander" ,MKTG-925-0 (70) ,MKTG ,Chicago ,Tue 6:00PM - 9:00PM ,5.0 ,5.3 ,5.3 ,5.1 ,5.7 ,5.6 ,2.5 ,28 ,45
Persuasive Presentations ,Winter 2017 ,"Van Camp, Karen" ,KACI-450-0 (91) ,KACI ,Evanston ,Mon 6:30PM - 9:30PM ,5.0 ,5.3 ,5.2 ,4.6 ,4.3 ,4.7 ,2.4 ,26 ,35
Finance II ,Winter 2017 ,"Frydman, Carola" ,FINCM-431-0 (1) ,FINCM ,Chicago ,Mon 9:00AM - 12:00PM ,5.0 ,5.2 ,5.7 ,5.7 ,5.0 ,5.5 ,3.4 ,19 ,21
Advertising Strategy ,Winter 2017 ,"Pearlman, Mary" ,MKTG-454-0 (70) ,MKTG ,Chicago ,Sat 9:00AM - 12:00PM ,5.0 ,5.2 ,5.3 ,5.0 ,4.5 ,5.5 ,2.9 ,40 ,46
Strategic Challenges in Emerging Markets ,Winter 2017 ,"Morjaria, Ameet" ,STRT-466-0 (70) ,STRT ,Chicago ,Sat 1:30PM - 4:30PM ,5.0 ,5.1 ,5.3 ,5.4 ,5.8 ,5.5 ,3.3 ,47 ,56
Consumer Led Growth ,Winter 2017 ,"Khosla, Sanjay" ,MKTGX-935-0 (EW2) ,MKTGX ,Evanston ,TBA  ,5.0 ,5.1 ,5.5 ,5.2 ,5.7 ,5.6 ,3.1 ,17 ,39
Real Estate Finance and Investments ,Winter 2017 ,"Nathanson, Charles" ,FINC-454-0 (61) ,FINC ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,5.0 ,5.0 ,5.3 ,5.0 ,4.5 ,5.3 ,3.0 ,4 ,4
Strategic Challenges in Emerging Markets ,Winter 2017 ,"Jones, Benjamin" ,STRTX-468-0 (EA1) ,STRTX ,Evanston ,TBA  ,5.0 ,4.9 ,5.5 ,5.3 ,5.7 ,5.6 ,2.9 ,10 ,44
Personal Leadership Insights ,Winter 2017 ,"Corona, Paul" ,KACI-461-5 (65) ,KACI ,Evanston ,Mon 10:30AM - 12:00PM ,5.0 ,4.8 ,5.3 ,5.0 ,4.8 ,4.7 ,2.2 ,6 ,8
Data Analytics Decisions ,Winter 2017 ,"Shapiro, Joel" ,KMCI-940-5 (61) ,KMCI ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,4.9 ,5.6 ,5.4 ,5.4 ,5.3 ,5.4 ,2.9 ,16 ,18
Microeconomic Analysis ,Winter 2017 ,"Kets, Willemien" ,MECN-430-0 (63) ,MECN ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,4.9 ,5.5 ,5.1 ,5.0 ,5.5 ,5.5 ,2.6 ,51 ,63
Intellectual Capital Management ,Winter 2017 ,"Conley, James" ,STRT-441-0 (70) ,STRT ,Chicago ,Mon 6:00PM - 9:00PM ,4.9 ,5.4 ,5.3 ,5.3 ,5.6 ,5.6 ,3.0 ,27 ,52
"Incentives, Strategy and Organization" ,Winter 2017 ,"Matouschek, Niko" ,STRTX-456-0 (EW1) ,STRTX ,Evanston ,TBA  ,4.9 ,5.3 ,5.2 ,5.2 ,5.0 ,5.4 ,3.1 ,41 ,72
Marketing Research ,Winter 2017 ,"Lee, Angela" ,MKTGX-450-0 (MA1) ,MKTGX ,Off Campus ,TBA  ,4.9 ,5.3 ,5.3 ,5.4 ,5.1 ,5.1 ,3.3 ,16 ,28
Introduction to Software Development ,Winter 2017 ,"Eng, Brian" ,KIEI-924-0 (70) ,KIEI ,Chicago ,Wed 6:00PM - 9:00PM ,4.9 ,5.3 ,5.1 ,5.4 ,5.0 ,5.3 ,3.6 ,30 ,40
Marketing Management ,Winter 2017 ,"Grayson, Kent" ,MKTG-430-0 (63) ,MKTG ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,4.9 ,5.3 ,5.4 ,5.1 ,5.7 ,5.6 ,3.2 ,60 ,65
Managerial Accounting ,Winter 2017 ,"Walther, Beverly" ,ACCT-431-0 (61) ,ACCT ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,4.9 ,5.3 ,5.3 ,5.0 ,4.5 ,5.2 ,2.8 ,32 ,34
Marketing Management ,Winter 2017 ,"Grayson, Kent" ,MKTG-430-0 (64) ,MKTG ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,4.9 ,5.2 ,5.2 ,4.8 ,5.5 ,5.4 ,3.1 ,56 ,64
Asset Management Practicum III ,Winter 2017 ,"Korajczyk, Robert" ,FINC-935-0 (81) ,FINC ,Evanston ,Wed 6:30PM - 9:30PM ,4.9 ,5.2 ,4.9 ,5.1 ,4.3 ,5.2 ,3.3 ,13 ,20
"Critical Issues in the Pharmaceutical, Biotech, and Medical Device Industries" ,Winter 2017 ,"Hughes, Edward" ,HEMA-453-0 (81) ,HEMA ,Evanston ,Wed 6:30PM - 9:30PM ,4.9 ,5.1 ,5.0 ,4.8 ,4.8 ,5.4 ,2.4 ,43 ,48
Analytical Decision Modeling ,Winter 2017 ,"Islegen, Ozge" ,OPNSM-450-0 (1) ,OPNSM ,Chicago ,Tue 1:30PM - 4:30PM ,4.9 ,5.1 ,5.4 ,5.5 ,4.3 ,5.0 ,3.9 ,56 ,60
Real Estate Finance and Investments ,Winter 2017 ,"Nathanson, Charles" ,FINC-454-0 (70) ,FINC ,Chicago ,Wed 6:00PM - 9:00PM ,4.9 ,5.0 ,5.4 ,5.3 ,5.0 ,5.6 ,3.4 ,23 ,30
Statistical Decision Analysis ,Winter 2017 ,"Bassamboo, Achal" ,DECSX-434-0 (111) ,DECSX ,Off Campus ,TBA  ,4.9 ,5.0 ,5.3 ,5.3 ,4.8 ,5.3 ,3.9 ,11 ,52
Strategic Challenges in Emerging Markets ,Winter 2017 ,"Morjaria, Ameet" ,STRT-466-0 (61) ,STRT ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,4.9 ,4.9 ,5.2 ,4.8 ,5.8 ,5.5 ,2.8 ,35 ,36
Analytical Approach to Uncertainty ,Winter 2017 ,"Al-Najjar, Nabil" ,DECSX-433-0 (111) ,DECSX ,Off Campus ,TBA  ,4.8 ,5.5 ,5.1 ,5.5 ,5.1 ,5.2 ,5.3 ,52 ,52
Intellectual Capital Management ,Winter 2017 ,"Conley, James" ,STRT-441-0 (61) ,STRT ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,4.8 ,5.4 ,5.3 ,5.3 ,5.5 ,5.6 ,2.8 ,16 ,26
Managerial Leadership ,Winter 2017 ,"Kraemer, Harry" ,KACI-468-0 (91) ,KACI ,Evanston ,Wed 6:30PM - 9:30PM ,4.8 ,5.3 ,5.0 ,4.1 ,4.1 ,5.1 ,2.1 ,66 ,69
Finance II ,Winter 2017 ,"Matsa, David" ,FINC-431-0 (61) ,FINC ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,4.8 ,5.1 ,5.3 ,5.3 ,4.8 ,5.4 ,3.6 ,44 ,46
Competitive Strategy and Industrial Structure ,Winter 2017 ,"Mollner, Joshua" ,MECN-441-0 (70) ,MECN ,Chicago ,Thu 6:00PM - 9:00PM ,4.8 ,5.1 ,5.6 ,5.4 ,4.9 ,5.6 ,3.2 ,23 ,25
Analytical Decision Modeling ,Winter 2017 ,"Islegen, Ozge" ,OPNS-450-0 (61) ,OPNS ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,4.8 ,5.1 ,5.3 ,5.0 ,4.1 ,5.0 ,3.3 ,24 ,26
International Business Strategy ,Winter 2017 ,"Levy, Philip" ,STRT-460-0 (61) ,STRT ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,4.8 ,5.0 ,5.1 ,5.2 ,5.5 ,5.5 ,2.7 ,19 ,22
New Venture Discovery ,Winter 2017 ,"Farsht, Stephanie" ,KIEI-462-0 (80) ,KIEI ,Evanston ,Tue 1:30PM - 4:30PM ,4.8 ,5.0 ,5.1 ,4.8 ,4.4 ,5.5 ,2.9 ,21 ,21
Capital Markets ,Winter 2017 ,"Dew-Becker, Ian" ,FINC-950-0 (61) ,FINC ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,4.8 ,4.8 ,5.2 ,5.1 ,4.7 ,5.2 ,2.9 ,27 ,29
Capital Markets ,Winter 2017 ,"Dew-Becker, Ian" ,FINC-950-0 (62) ,FINC ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,4.8 ,4.8 ,5.3 ,5.2 ,4.8 ,5.3 ,3.1 ,24 ,24
Medical Technologies in Developing Countries ,Winter 2017 ,"Palamountain, Kara" ,KPPI-973-5 (81) ,KPPI ,Evanston ,Wed 6:30PM - 9:30PM ,4.7 ,5.4 ,4.7 ,4.6 ,5.6 ,5.0 ,2.3 ,7 ,26
Law and the Corporate Manager ,Winter 2017 ,"Rivelli, Timothy" ,BLAWX-440-0 (104) ,BLAWX ,Evanston ,TBA  ,4.7 ,5.3 ,4.9 ,4.8 ,4.9 ,5.5 ,3.0 ,27 ,46
Macroeconomic Policy and Global Capital Markets ,Winter 2017 ,"Eberly, Janice" ,FINC-941-0 (61) ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,4.7 ,5.1 ,5.0 ,5.1 ,5.7 ,5.5 ,2.9 ,50 ,61
Managerial Accounting ,Winter 2017 ,"Sridharan, Swaminathan" ,ACCTM-431-0 (1) ,ACCTM ,Chicago ,Thu 1:30PM - 4:30PM ,4.7 ,5.0 ,5.2 ,4.6 ,5.2 ,5.4 ,2.4 ,23 ,25
Marketing Management ,Winter 2017 ,"Cerf, Moran" ,MKTG-430-0 (61) ,MKTG ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,4.7 ,4.9 ,4.7 ,4.6 ,5.2 ,5.2 ,3.0 ,25 ,34
Strategy and Organization ,Winter 2017 ,"Li, Jin" ,STRT-452-0 (61) ,STRT ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,4.7 ,4.9 ,5.1 ,4.9 ,5.0 ,5.3 ,2.4 ,13 ,17
Decision Modeling and Optimization in Excel ,Winter 2017 ,"Deshmukh, Sudhakar" ,OPNSX-450-0 (MA2) ,OPNSX ,Off Campus ,TBA  ,4.7 ,4.9 ,5.3 ,5.0 ,4.1 ,4.8 ,2.9 ,22 ,32
Perspectives on Leadership ,Winter 2017 ,"Hughes, Edward" ,KACI-467-0 (70) ,KACI ,Chicago ,Tue 6:00PM - 9:00PM ,4.7 ,4.8 ,4.8 ,4.5 ,4.4 ,5.1 ,2.7 ,31 ,43
Digital Marketing Analytics ,Winter 2017 ,"Cutler, Jennifer" ,MKTG-955-0 (80) ,MKTG ,Evanston ,Fri 1:30PM - 4:30PM ,4.7 ,4.7 ,5.1 ,4.8 ,4.2 ,4.9 ,3.2 ,46 ,49
Persuasive Presentations ,Winter 2017 ,"Van Camp, Karen" ,KACI-450-0 (92) ,KACI ,Evanston ,Tue 6:30PM - 9:30PM ,4.7 ,4.6 ,4.8 ,4.4 ,4.6 ,4.7 ,2.2 ,24 ,35
Microeconomic Analysis ,Winter 2017 ,"Kets, Willemien" ,MECN-430-0 (61) ,MECN ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,4.6 ,5.3 ,4.9 ,4.8 ,5.3 ,5.3 ,2.4 ,62 ,65
Impact Investing and Sustainable Finance ,Winter 2017 ,"Chen, David" ,FINC-946-0 (81) ,FINC ,Evanston ,Tue 6:30PM - 9:30PM ,4.6 ,5.1 ,4.8 ,4.8 ,5.2 ,5.5 ,2.6 ,25 ,31
Microeconomic Analysis ,Winter 2017 ,"Antic, Nemanja" ,MECN-430-0 (71) ,MECN ,Chicago ,Tue 6:00PM - 9:00PM ,4.6 ,5.0 ,5.1 ,5.2 ,5.1 ,5.3 ,2.9 ,41 ,50
Real Estate Lab ,Winter 2017 ,"Bennett, William" ,REAL-916-0 (61) ,REAL ,Evanston ,Tue/Fri 3:30PM - 5:00PM ,4.6 ,4.9 ,5.0 ,5.3 ,3.9 ,4.3 ,3.7 ,7 ,9
Macroeconomic Policy and Global Capital Markets ,Winter 2017 ,"Eberly, Janice" ,FINC-941-0 (62) ,FINC ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,4.6 ,4.8 ,4.9 ,5.0 ,5.6 ,5.3 ,3.0 ,41 ,51
Leading High Impact Teams ,Winter 2017 ,"Thompson, Leigh" ,MORSX-460-0 (EW2) ,MORSX ,Evanston ,TBA  ,4.6 ,4.7 ,4.9 ,4.5 ,4.5 ,4.6 ,2.5 ,35 ,65
"Power In Organizations: Sources, Strategies and Skills" ,Winter 2017 ,"Ocasio, William" ,MORS-453-0 (70) ,MORS ,Chicago ,Sat 9:00AM - 12:00PM ,4.6 ,4.5 ,5.1 ,4.8 ,4.1 ,4.9 ,3.1 ,28 ,41
Entrepreneurial Finance & Venture Capital ,Winter 2017 ,"Sapienza, Paola" ,FINCX-446-0 (MA2) ,FINCX ,Off Campus ,TBA  ,4.6 ,4.5 ,4.9 ,5.1 ,4.6 ,5.1 ,3.9 ,33 ,71
Managerial Finance I ,Winter 2017 ,"Raviv, Artur" ,FINCX-430-0 (108) ,FINCX ,Evanston ,TBA  ,4.6 ,4.4 ,5.0 ,5.1 ,4.6 ,4.6 ,3.3 ,22 ,67
Medical Technologies in Developing Countries ,Winter 2017 ,"Dintruff, Robert" ,KPPI-973-5 (81) ,KPPI ,Evanston ,Wed 6:30PM - 9:30PM ,4.6 ,3.9 ,4.7 ,4.5 ,5.1 ,4.9 ,2.3 ,7 ,26
Accounting For Decision Making ,Winter 2017 ,"Sridharan, Swaminathan" ,ACCT-430-0 (71) ,ACCT ,Chicago ,Thu 6:00PM - 9:00PM ,4.5 ,5.3 ,5.2 ,5.0 ,5.1 ,5.4 ,2.7 ,37 ,47
Advertising Strategy ,Winter 2017 ,"Nordhielm, Christie" ,MKTG-454-0 (81) ,MKTG ,Evanston ,Thu 6:30PM - 9:30PM ,4.5 ,4.9 ,4.9 ,4.6 ,4.1 ,5.4 ,2.2 ,27 ,44
Strategic Decisions in Operations ,Winter 2017 ,"Van Mieghem, Jan" ,OPNS-454-0 (61) ,OPNS ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,4.5 ,4.7 ,5.0 ,5.2 ,5.3 ,5.3 ,3.6 ,56 ,60
Strategy and Organization ,Winter 2017 ,"Li, Jin" ,STRT-452-0 (62) ,STRT ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,4.5 ,4.7 ,4.8 ,4.5 ,4.6 ,5.1 ,2.4 ,35 ,40
Strategic Challenges in Emerging Markets ,Winter 2017 ,"Morjaria, Ameet" ,STRT-466-0 (62) ,STRT ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,4.5 ,4.7 ,5.1 ,4.9 ,5.7 ,5.5 ,2.7 ,17 ,19
