CourseTitle ,Term ,Faculty ,CourseSection ,Phase ,Area ,Campus ,Meeting Pattern ,Bids ,Closing Cost ,Seats Available ,Total seats ,Enrolled ,Program ,WaitList ,OpenSeats
Real Estate Finance and Investments ,Winter 2018 ,"Nathanson, Charles" ,FINC-454-0 (61) ,Winter 2018 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,35 ,0 ,65 ,65 ,35 ,Full-Time ,0 ,30
Real Estate Finance and Investments ,Winter 2018 ,"Nathanson, Charles" ,FINC-454-0 (61) ,Winter 2018 Bidding Phase II ,FINC ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,14 ,0 ,32 ,65 ,14 ,Full-Time ,0 ,18
Strategic Decisions in Operations ,Winter 2018 ,"Van Mieghem, Jan" ,OPNS-454-0 (61) ,Winter 2018 Bidding Phase I ,OPNS ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,37 ,0 ,60 ,60 ,37 ,Full-Time ,0 ,23
Strategic Decisions in Operations ,Winter 2018 ,"Van Mieghem, Jan" ,OPNS-454-0 (61) ,Winter 2018 Bidding Phase II ,OPNS ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,10 ,0 ,26 ,60 ,11 ,Full-Time ,0 ,15
Strategic Challenges in Emerging Markets ,Winter 2018 ,"Morjaria, Ameet" ,STRT-466-0 (61) ,Winter 2018 Bidding Phase I ,STRT ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,35 ,0 ,63 ,65 ,35 ,Full-Time ,0 ,28
Strategic Challenges in Emerging Markets ,Winter 2018 ,"Morjaria, Ameet" ,STRT-466-0 (61) ,Winter 2018 Bidding Phase II ,STRT ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,12 ,0 ,32 ,65 ,16 ,Full-Time ,0 ,16
Finance I ,Winter 2018 ,"Milbradt, Konstantin" ,FINC-430-0 (62) ,Winter 2018 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 3:30PM - 5:00PM ,23 ,0 ,65 ,65 ,23 ,Full-Time ,0 ,42
Finance I ,Winter 2018 ,"Milbradt, Konstantin" ,FINC-430-0 (62) ,Winter 2018 Bidding Phase II ,FINC ,Evanston ,Tue/Fri 3:30PM - 5:00PM ,3 ,0 ,44 ,65 ,3 ,Full-Time ,0 ,41
Finance I ,Winter 2018 ,"Korajczyk, Robert" ,FINC-430-0 (64) ,Winter 2018 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,47 ,0 ,65 ,65 ,47 ,Full-Time ,0 ,18
Finance I ,Winter 2018 ,"Korajczyk, Robert" ,FINC-430-0 (64) ,Winter 2018 Bidding Phase II ,FINC ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,2 ,0 ,20 ,65 ,2 ,Full-Time ,0 ,18
Strategic Challenges in Emerging Markets ,Winter 2018 ,"Morjaria, Ameet" ,STRT-466-0 (62) ,Winter 2018 Bidding Phase I ,STRT ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,57 ,0 ,63 ,65 ,57 ,Full-Time ,0 ,6
Strategic Decisions in Operations ,Winter 2018 ,"Van Mieghem, Jan" ,OPNS-454-0 (62) ,Winter 2018 Bidding Phase I ,OPNS ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,48 ,0 ,58 ,60 ,48 ,Full-Time ,0 ,10
Retail Analytics and Pricing ,Winter 2018 ,"Tuchman, Anna" ,MKTG-462-0 (61) ,Winter 2018 Bidding Phase I ,MKTG ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,43 ,0 ,62 ,65 ,43 ,Full-Time ,0 ,19
Retail Analytics and Pricing ,Winter 2018 ,"Tuchman, Anna" ,MKTG-462-0 (61) ,Winter 2018 Bidding Phase II ,MKTG ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,24 ,0 ,26 ,65 ,24 ,Full-Time ,0 ,2
Digital Marketing Implementation and Strategy ,Winter 2018 ,"Johnson, Garrett" ,MKTG-956-0 (62) ,Winter 2018 Bidding Phase I ,MKTG ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,12 ,0 ,57 ,60 ,12 ,Full-Time ,0 ,45
Digital Marketing Implementation and Strategy ,Winter 2018 ,"Johnson, Garrett" ,MKTG-956-0 (62) ,Winter 2018 Bidding Phase II ,MKTG ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,7 ,0 ,47 ,60 ,7 ,Full-Time ,0 ,40
Strategic Brand Management ,Winter 2018 ,"Roese, Neal" ,MKTG-473-0 (61) ,Winter 2018 Bidding Phase I ,MKTG ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,15 ,0 ,62 ,65 ,15 ,Full-Time ,0 ,47
Strategic Brand Management ,Winter 2018 ,"Roese, Neal" ,MKTG-473-0 (61) ,Winter 2018 Bidding Phase II ,MKTG ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,9 ,0 ,51 ,65 ,9 ,Full-Time ,0 ,42
"Power In Organizations: Sources, Strategies and Skills" ,Winter 2018 ,"Ocasio, William" ,MORS-453-0 (61) ,Winter 2018 Bidding Phase I ,MORS ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,10 ,0 ,59 ,60 ,10 ,Full-Time ,0 ,49
"Power In Organizations: Sources, Strategies and Skills" ,Winter 2018 ,"Ocasio, William" ,MORS-453-0 (61) ,Winter 2018 Bidding Phase II ,MORS ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,4 ,0 ,51 ,60 ,4 ,Full-Time ,0 ,47
Retail Analytics and Pricing ,Winter 2018 ,"Tuchman, Anna" ,MKTG-462-0 (62) ,Winter 2018 Bidding Phase I ,MKTG ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,16 ,0 ,48 ,50 ,16 ,Full-Time ,0 ,32
Retail Analytics and Pricing ,Winter 2018 ,"Tuchman, Anna" ,MKTG-462-0 (62) ,Winter 2018 Bidding Phase II ,MKTG ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,10 ,0 ,35 ,50 ,10 ,Full-Time ,0 ,25
Strategy and Organization ,Winter 2018 ,"Georgiadis, Georgios" ,STRT-452-0 (61) ,Winter 2018 Bidding Phase I ,STRT ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,35 ,0 ,63 ,65 ,35 ,Full-Time ,0 ,28
Strategy and Organization ,Winter 2018 ,"Georgiadis, Georgios" ,STRT-452-0 (61) ,Winter 2018 Bidding Phase II ,STRT ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,7 ,0 ,36 ,65 ,7 ,Full-Time ,0 ,29
Finance I ,Winter 2018 ,"Milbradt, Konstantin" ,FINC-430-0 (61) ,Winter 2018 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,44 ,0 ,65 ,65 ,44 ,Full-Time ,0 ,21
Finance I ,Winter 2018 ,"Milbradt, Konstantin" ,FINC-430-0 (61) ,Winter 2018 Bidding Phase II ,FINC ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,4 ,0 ,22 ,65 ,4 ,Full-Time ,0 ,18
Finance II ,Winter 2018 ,"Ponticelli, Jacopo" ,FINC-431-0 (63) ,Winter 2018 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,10 ,0 ,50 ,50 ,10 ,Full-Time ,0 ,40
Finance II ,Winter 2018 ,"Ponticelli, Jacopo" ,FINC-431-0 (63) ,Winter 2018 Bidding Phase II ,FINC ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,14 ,0 ,40 ,50 ,14 ,Full-Time ,0 ,26
Global Entrepreneurial Finance ,Winter 2018 ,"Liberti, Jose Maria" ,FINC-477-0 (80) ,Winter 2018 Bidding Phase II ,FINC ,Evanston ,Tue 6:30PM - 9:30PM ,0 ,0 ,0 ,38 ,0 ,Full-Time ,0 ,0
Global Entrepreneurial Finance ,Winter 2018 ,"Liberti, Jose Maria" ,FINC-477-0 (80) ,Winter 2018 Bidding Phase II ,FINC ,Evanston ,Tue 6:30PM - 9:30PM ,0 ,0 ,1 ,4 ,0 ,Evening ,0 ,1
Real Estate Entrepreneurship ,Winter 2018 ,"Bennett, William" ,REAL-465-0 (81) ,Winter 2018 Bidding Phase I ,REAL ,Evanston ,Tue 6:30PM - 9:30PM ,6 ,0 ,8 ,8 ,6 ,Evening ,0 ,2
Real Estate Entrepreneurship ,Winter 2018 ,"Bennett, William" ,REAL-465-0 (81) ,Winter 2018 Bidding Phase II ,REAL ,Evanston ,Tue 6:30PM - 9:30PM ,1 ,0 ,2 ,8 ,1 ,Evening ,0 ,1
Real Estate Entrepreneurship ,Winter 2018 ,"Bennett, William" ,REAL-465-0 (81) ,Winter 2018 Bidding Phase I ,REAL ,Evanston ,Tue 6:30PM - 9:30PM ,39 ,0 ,40 ,42 ,39 ,Full-Time ,0 ,1
Global Entrepreneurial Finance ,Winter 2018 ,"Liberti, Jose Maria" ,FINC-477-0 (80) ,Winter 2018 Bidding Phase II ,FINC ,Evanston ,Tue 6:30PM - 9:30PM ,1 ,0 ,2 ,3 ,1 ,Weekend ,0 ,1
Commercializing Innovations ,Winter 2018 ,"Fadem, Terry" ,KIEI-958-0 (81) ,Winter 2018 Bidding Phase II ,KIEI ,Evanston ,Tue 6:30PM - 9:30PM ,0 ,0 ,0 ,20 ,0 ,Full-Time ,0 ,0
Programming for Analytics ,Winter 2018 ,"Farver, Jennifer" ,KMCI-935-0 (80) ,Winter 2018 Bidding Phase II ,KMCI ,Evanston ,Tue 6:30PM - 9:30PM ,0 ,0 ,0 ,7 ,0 ,Evening ,0 ,0
Programming for Analytics ,Winter 2018 ,"Farver, Jennifer" ,KMCI-935-0 (80) ,Winter 2018 Bidding Phase I ,KMCI ,Evanston ,Tue 6:30PM - 9:30PM ,23 ,0 ,52 ,55 ,23 ,Full-Time ,0 ,29
Programming for Analytics ,Winter 2018 ,"Farver, Jennifer" ,KMCI-935-0 (80) ,Winter 2018 Bidding Phase II ,KMCI ,Evanston ,Tue 6:30PM - 9:30PM ,6 ,0 ,30 ,55 ,6 ,Full-Time ,0 ,24
Commercializing Innovations ,Winter 2018 ,"Fadem, Terry" ,KIEI-958-0 (81) ,Winter 2018 Bidding Phase I ,KIEI ,Evanston ,Tue 6:30PM - 9:30PM ,4 ,0 ,5 ,5 ,4 ,Evening ,0 ,1
Programming for Analytics ,Winter 2018 ,"Farver, Jennifer" ,KMCI-935-0 (80) ,Winter 2018 Bidding Phase I ,KMCI ,Evanston ,Tue 6:30PM - 9:30PM ,0 ,0 ,3 ,3 ,0 ,Weekend ,0 ,3
Programming for Analytics ,Winter 2018 ,"Farver, Jennifer" ,KMCI-935-0 (80) ,Winter 2018 Bidding Phase II ,KMCI ,Evanston ,Tue 6:30PM - 9:30PM ,0 ,0 ,3 ,3 ,0 ,Weekend ,0 ,3
Finance II ,Winter 2018 ,"Ponticelli, Jacopo" ,FINC-431-0 (70) ,Winter 2018 Bidding Phase I ,FINC ,Chicago ,Tue 6:00PM - 9:00PM ,2 ,0 ,7 ,7 ,2 ,Weekend ,0 ,5
Finance II ,Winter 2018 ,"Ponticelli, Jacopo" ,FINC-431-0 (70) ,Winter 2018 Bidding Phase II ,FINC ,Chicago ,Tue 6:00PM - 9:00PM ,0 ,0 ,6 ,7 ,0 ,Weekend ,0 ,6
"Power In Organizations: Sources, Strategies and Skills" ,Winter 2018 ,"Ocasio, William" ,MORS-453-0 (70) ,Winter 2018 Bidding Phase I ,MORS ,Chicago ,Tue 6:00PM - 9:00PM ,2 ,0 ,7 ,7 ,2 ,Weekend ,0 ,5
"Power In Organizations: Sources, Strategies and Skills" ,Winter 2018 ,"Ocasio, William" ,MORS-453-0 (70) ,Winter 2018 Bidding Phase II ,MORS ,Chicago ,Tue 6:00PM - 9:00PM ,0 ,0 ,5 ,7 ,0 ,Weekend ,0 ,5
Business Strategy ,Winter 2018 ,"Hubbard, Thomas" ,STRT-431-0 (71) ,Winter 2018 Bidding Phase I ,STRT ,Chicago ,Tue 6:00PM - 9:00PM ,30 ,0 ,65 ,65 ,30 ,Evening ,0 ,35
Business Strategy ,Winter 2018 ,"Hubbard, Thomas" ,STRT-431-0 (71) ,Winter 2018 Bidding Phase II ,STRT ,Chicago ,Tue 6:00PM - 9:00PM ,6 ,0 ,38 ,65 ,6 ,Evening ,0 ,32
Strategy and Organization ,Winter 2018 ,"Georgiadis, Georgios" ,STRT-452-0 (70) ,Winter 2018 Bidding Phase I ,STRT ,Chicago ,Tue 6:00PM - 9:00PM ,47 ,0 ,55 ,55 ,47 ,Evening ,0 ,8
Strategy and Organization ,Winter 2018 ,"Georgiadis, Georgios" ,STRT-452-0 (70) ,Winter 2018 Bidding Phase II ,STRT ,Chicago ,Tue 6:00PM - 9:00PM ,9 ,0 ,15 ,55 ,9 ,Evening ,0 ,6
"Power In Organizations: Sources, Strategies and Skills" ,Winter 2018 ,"Ocasio, William" ,MORS-453-0 (70) ,Winter 2018 Bidding Phase I ,MORS ,Chicago ,Tue 6:00PM - 9:00PM ,25 ,0 ,43 ,43 ,25 ,Evening ,0 ,18
"Power In Organizations: Sources, Strategies and Skills" ,Winter 2018 ,"Ocasio, William" ,MORS-453-0 (70) ,Winter 2018 Bidding Phase II ,MORS ,Chicago ,Tue 6:00PM - 9:00PM ,15 ,0 ,22 ,43 ,15 ,Evening ,0 ,7
Strategy and Organization ,Winter 2018 ,"Georgiadis, Georgios" ,STRT-452-0 (70) ,Winter 2018 Bidding Phase I ,STRT ,Chicago ,Tue 6:00PM - 9:00PM ,5 ,0 ,10 ,10 ,5 ,Weekend ,0 ,5
Strategy and Organization ,Winter 2018 ,"Georgiadis, Georgios" ,STRT-452-0 (70) ,Winter 2018 Bidding Phase II ,STRT ,Chicago ,Tue 6:00PM - 9:00PM ,1 ,0 ,6 ,10 ,1 ,Weekend ,0 ,5
Finance II ,Winter 2018 ,"Ponticelli, Jacopo" ,FINC-431-0 (70) ,Winter 2018 Bidding Phase I ,FINC ,Chicago ,Tue 6:00PM - 9:00PM ,24 ,0 ,43 ,43 ,24 ,Evening ,0 ,19
Finance II ,Winter 2018 ,"Ponticelli, Jacopo" ,FINC-431-0 (70) ,Winter 2018 Bidding Phase II ,FINC ,Chicago ,Tue 6:00PM - 9:00PM ,3 ,0 ,20 ,43 ,3 ,Evening ,0 ,17
Business Analytics I ,Winter 2018 ,"Gradwohl, Ronen" ,DECS-430-5 (71) ,Winter 2018 Bidding Phase I ,DECS ,Chicago ,Tue 6:00PM - 9:00PM ,38 ,0 ,100 ,100 ,38 ,Evening ,0 ,62
Business Analytics I ,Winter 2018 ,"Gradwohl, Ronen" ,DECS-430-5 (71) ,Winter 2018 Bidding Phase II ,DECS ,Chicago ,Tue 6:00PM - 9:00PM ,4 ,0 ,64 ,100 ,4 ,Evening ,0 ,60
Personal Leadership Insights ,Winter 2018 ,"Vuckovic, Brooke" ,KACI-461-5 (61) ,Winter 2018 Bidding Phase I ,KACI ,Evanston ,Tue 10:30AM - 12:00PM ,11 ,0 ,12 ,12 ,11 ,Full-Time ,0 ,1
Introduction to Software Development ,Winter 2018 ,"Eng, Brian" ,KIEI-924-0 (61) ,Winter 2018 Bidding Phase I ,KIEI ,Evanston ,Tue 1:30PM - 4:30PM ,44 ,0 ,49 ,50 ,44 ,Full-Time ,0 ,5
Global Initiatives in Management (GIM) ,Winter 2018 ,"Lansberg-Rodriguez, Daniel" ,INTL-473-0 (81) ,Winter 2018 Bidding Phase I ,INTL ,Evanston ,Thu 6:30PM - 9:30PM ,0 ,0 ,1 ,1 ,0 ,Weekend ,0 ,1
Impact Investing and Sustainable Finance ,Winter 2018 ,"Chen, David" ,FINC-946-0 (81) ,Winter 2018 Bidding Phase I ,FINC ,Evanston ,Thu 6:30PM - 9:30PM ,38 ,0 ,53 ,53 ,38 ,Full-Time ,0 ,15
Impact Investing and Sustainable Finance ,Winter 2018 ,"Chen, David" ,FINC-946-0 (81) ,Winter 2018 Bidding Phase II ,FINC ,Evanston ,Thu 6:30PM - 9:30PM ,10 ,0 ,17 ,53 ,10 ,Full-Time ,0 ,7
Global Initiatives in Management (GIM) ,Winter 2018 ,"Lansberg-Rodriguez, Daniel" ,INTL-473-0 (81) ,Winter 2018 Bidding Phase I ,INTL ,Evanston ,Thu 6:30PM - 9:30PM ,2 ,0 ,4 ,4 ,2 ,Evening ,0 ,2
Global Initiatives in Management (GIM) ,Winter 2018 ,"Lansberg-Rodriguez, Daniel" ,INTL-473-0 (81) ,Winter 2018 Bidding Phase II ,INTL ,Evanston ,Thu 6:30PM - 9:30PM ,0 ,0 ,3 ,4 ,0 ,Evening ,0 ,3
Global Initiatives in Management (GIM) ,Winter 2018 ,"Lansberg-Rodriguez, Daniel" ,INTL-473-0 (81) ,Winter 2018 Bidding Phase I ,INTL ,Evanston ,Thu 6:30PM - 9:30PM ,3 ,0 ,29 ,33 ,3 ,Full-Time ,0 ,26
Global Initiatives in Management (GIM) ,Winter 2018 ,"Lansberg-Rodriguez, Daniel" ,INTL-473-0 (81) ,Winter 2018 Bidding Phase II ,INTL ,Evanston ,Thu 6:30PM - 9:30PM ,2 ,0 ,26 ,33 ,2 ,Full-Time ,0 ,24
Marketing Strategy for Growth and Defense ,Winter 2018 ,"Hennessy, Julie" ,MKTG-466-0 (80) ,Winter 2018 Bidding Phase I ,MKTG ,Evanston ,Thu 6:30PM - 9:30PM ,0 ,0 ,0 ,0 ,0 ,Weekend ,0 ,0
Marketing Strategy for Growth and Defense ,Winter 2018 ,"Hennessy, Julie" ,MKTG-466-0 (80) ,Winter 2018 Bidding Phase II ,MKTG ,Evanston ,Thu 6:30PM - 9:30PM ,0 ,0 ,0 ,0 ,0 ,Weekend ,0 ,0
Advertising Strategy ,Winter 2018 ,"Pearlman, Mary" ,MKTG-454-0 (81) ,Winter 2018 Bidding Phase I ,MKTG ,Evanston ,Thu 6:30PM - 9:30PM ,19 ,0 ,52 ,55 ,19 ,Full-Time ,0 ,33
Advertising Strategy ,Winter 2018 ,"Pearlman, Mary" ,MKTG-454-0 (81) ,Winter 2018 Bidding Phase II ,MKTG ,Evanston ,Thu 6:30PM - 9:30PM ,10 ,0 ,36 ,55 ,10 ,Full-Time ,0 ,26
Marketing Strategy for Growth and Defense ,Winter 2018 ,"Hennessy, Julie" ,MKTG-466-0 (80) ,Winter 2018 Bidding Phase II ,MKTG ,Evanston ,Thu 6:30PM - 9:30PM ,0 ,0 ,0 ,8 ,0 ,Evening ,0 ,0
Entrepreneurial Tools for Digital Marketing ,Winter 2018 ,"Johnson, Sean" ,MKTG-961-5 (81) ,Winter 2018 Bidding Phase I ,MKTG ,Evanston ,Thu 6:30PM - 9:30PM ,1 ,0 ,5 ,5 ,1 ,Evening ,0 ,4
Entrepreneurial Tools for Digital Marketing ,Winter 2018 ,"Johnson, Sean" ,MKTG-961-5 (81) ,Winter 2018 Bidding Phase II ,MKTG ,Evanston ,Thu 6:30PM - 9:30PM ,0 ,0 ,4 ,5 ,0 ,Evening ,0 ,4
Advertising Strategy ,Winter 2018 ,"Pearlman, Mary" ,MKTG-454-0 (81) ,Winter 2018 Bidding Phase I ,MKTG ,Evanston ,Thu 6:30PM - 9:30PM ,4 ,0 ,10 ,10 ,4 ,Evening ,0 ,6
Advertising Strategy ,Winter 2018 ,"Pearlman, Mary" ,MKTG-454-0 (81) ,Winter 2018 Bidding Phase II ,MKTG ,Evanston ,Thu 6:30PM - 9:30PM ,2 ,0 ,6 ,10 ,2 ,Evening ,0 ,4
Business Law ,Winter 2018 ,"Rivelli, Timothy" ,BLAW-435-0 (81) ,Winter 2018 Bidding Phase I ,BLAW ,Evanston ,Thu 6:30PM - 9:30PM ,1 ,0 ,10 ,10 ,1 ,Evening ,0 ,9
Business Law ,Winter 2018 ,"Rivelli, Timothy" ,BLAW-435-0 (81) ,Winter 2018 Bidding Phase II ,BLAW ,Evanston ,Thu 6:30PM - 9:30PM ,0 ,0 ,9 ,10 ,0 ,Evening ,0 ,9
Business Law ,Winter 2018 ,"Rivelli, Timothy" ,BLAW-435-0 (81) ,Winter 2018 Bidding Phase I ,BLAW ,Evanston ,Thu 6:30PM - 9:30PM ,19 ,0 ,52 ,55 ,19 ,Full-Time ,0 ,33
Business Law ,Winter 2018 ,"Rivelli, Timothy" ,BLAW-435-0 (81) ,Winter 2018 Bidding Phase II ,BLAW ,Evanston ,Thu 6:30PM - 9:30PM ,7 ,0 ,34 ,55 ,7 ,Full-Time ,0 ,27
Money Markets and the Fed ,Winter 2018 ,"Marshall, David" ,FINC-451-0 (81) ,Winter 2018 Bidding Phase I ,FINC ,Evanston ,Thu 6:30PM - 9:30PM ,4 ,0 ,10 ,10 ,4 ,Evening ,0 ,6
Money Markets and the Fed ,Winter 2018 ,"Marshall, David" ,FINC-451-0 (81) ,Winter 2018 Bidding Phase II ,FINC ,Evanston ,Thu 6:30PM - 9:30PM ,3 ,0 ,7 ,10 ,3 ,Evening ,0 ,4
Impact Investing and Sustainable Finance ,Winter 2018 ,"Chen, David" ,FINC-946-0 (81) ,Winter 2018 Bidding Phase I ,FINC ,Evanston ,Thu 6:30PM - 9:30PM ,9 ,0 ,12 ,12 ,9 ,Evening ,0 ,3
Impact Investing and Sustainable Finance ,Winter 2018 ,"Chen, David" ,FINC-946-0 (81) ,Winter 2018 Bidding Phase II ,FINC ,Evanston ,Thu 6:30PM - 9:30PM ,1 ,0 ,3 ,12 ,1 ,Evening ,0 ,2
Money Markets and the Fed ,Winter 2018 ,"Marshall, David" ,FINC-451-0 (81) ,Winter 2018 Bidding Phase I ,FINC ,Evanston ,Thu 6:30PM - 9:30PM ,28 ,0 ,55 ,55 ,28 ,Full-Time ,0 ,27
Money Markets and the Fed ,Winter 2018 ,"Marshall, David" ,FINC-451-0 (81) ,Winter 2018 Bidding Phase II ,FINC ,Evanston ,Thu 6:30PM - 9:30PM ,10 ,0 ,28 ,55 ,10 ,Full-Time ,0 ,18
Capital Markets ,Winter 2018 ,"Dew-Becker, Ian" ,FINC-950-0 (70) ,Winter 2018 Bidding Phase I ,FINC ,Chicago ,Thu 6:00PM - 9:00PM ,28 ,0 ,43 ,43 ,28 ,Evening ,0 ,15
Capital Markets ,Winter 2018 ,"Dew-Becker, Ian" ,FINC-950-0 (70) ,Winter 2018 Bidding Phase II ,FINC ,Chicago ,Thu 6:00PM - 9:00PM ,5 ,0 ,17 ,43 ,5 ,Evening ,0 ,12
Competitive Strategy and Industrial Structure ,Winter 2018 ,"Mollner, Joshua" ,MECN-441-0 (70) ,Winter 2018 Bidding Phase I ,MECN ,Chicago ,Thu 6:00PM - 9:00PM ,1 ,0 ,10 ,10 ,1 ,Weekend ,0 ,9
Competitive Strategy and Industrial Structure ,Winter 2018 ,"Mollner, Joshua" ,MECN-441-0 (70) ,Winter 2018 Bidding Phase II ,MECN ,Chicago ,Thu 6:00PM - 9:00PM ,0 ,0 ,9 ,10 ,0 ,Weekend ,0 ,9
Microeconomic Analysis ,Winter 2018 ,"Saraniti, Brett" ,MECN-430-0 (71) ,Winter 2018 Bidding Phase I ,MECN ,Chicago ,Thu 6:00PM - 9:00PM ,42 ,0 ,65 ,65 ,42 ,Evening ,0 ,23
Microeconomic Analysis ,Winter 2018 ,"Saraniti, Brett" ,MECN-430-0 (71) ,Winter 2018 Bidding Phase II ,MECN ,Chicago ,Thu 6:00PM - 9:00PM ,4 ,0 ,29 ,65 ,4 ,Evening ,0 ,25
Competitive Strategy and Industrial Structure ,Winter 2018 ,"Mollner, Joshua" ,MECN-441-0 (70) ,Winter 2018 Bidding Phase I ,MECN ,Chicago ,Thu 6:00PM - 9:00PM ,27 ,0 ,55 ,55 ,27 ,Evening ,0 ,28
Competitive Strategy and Industrial Structure ,Winter 2018 ,"Mollner, Joshua" ,MECN-441-0 (70) ,Winter 2018 Bidding Phase II ,MECN ,Chicago ,Thu 6:00PM - 9:00PM ,8 ,0 ,29 ,55 ,8 ,Evening ,0 ,21
Beyond Diversity: The Fundamentals of Inclusive Leadership ,Winter 2018 ,"Pearce, Nicholas" ,MORS-462-5 (70) ,Winter 2018 Bidding Phase I ,MORS ,Chicago ,Thu 6:00PM - 9:00PM ,25 ,0 ,32 ,32 ,25 ,Evening ,0 ,7
Beyond Diversity: The Fundamentals of Inclusive Leadership ,Winter 2018 ,"Pearce, Nicholas" ,MORS-462-5 (70) ,Winter 2018 Bidding Phase II ,MORS ,Chicago ,Thu 6:00PM - 9:00PM ,8 ,0 ,11 ,32 ,8 ,Evening ,0 ,3
Beyond Diversity: The Fundamentals of Inclusive Leadership ,Winter 2018 ,"Stoudemire, Tyronne" ,MORS-462-5 (70) ,Winter 2018 Bidding Phase I ,MORS ,Chicago ,Thu 6:00PM - 9:00PM ,25 ,0 ,32 ,32 ,25 ,Evening ,0 ,7
Beyond Diversity: The Fundamentals of Inclusive Leadership ,Winter 2018 ,"Stoudemire, Tyronne" ,MORS-462-5 (70) ,Winter 2018 Bidding Phase II ,MORS ,Chicago ,Thu 6:00PM - 9:00PM ,8 ,0 ,11 ,32 ,8 ,Evening ,0 ,3
Healthcare Strategy ,Winter 2018 ,"Garthwaite, Craig" ,STRT-443-0 (30) ,Winter 2018 Bidding Phase I ,STRT ,Chicago ,Thu 6:00PM - 9:00PM ,33 ,0 ,42 ,42 ,33 ,Evening ,0 ,9
Healthcare Strategy ,Winter 2018 ,"Garthwaite, Craig" ,STRT-443-0 (30) ,Winter 2018 Bidding Phase I ,STRT ,Chicago ,Thu 6:00PM - 9:00PM ,18 ,0 ,23 ,24 ,23 ,Full-Time ,0 ,0
Beyond Diversity: The Fundamentals of Inclusive Leadership ,Winter 2018 ,"Pearce, Nicholas" ,MORS-462-5 (70) ,Winter 2018 Bidding Phase I ,MORS ,Chicago ,Thu 6:00PM - 9:00PM ,2 ,0 ,4 ,4 ,2 ,Weekend ,0 ,2
Beyond Diversity: The Fundamentals of Inclusive Leadership ,Winter 2018 ,"Stoudemire, Tyronne" ,MORS-462-5 (70) ,Winter 2018 Bidding Phase I ,MORS ,Chicago ,Thu 6:00PM - 9:00PM ,2 ,0 ,4 ,4 ,2 ,Weekend ,0 ,2
Capital Markets ,Winter 2018 ,"Dew-Becker, Ian" ,FINC-950-0 (70) ,Winter 2018 Bidding Phase I ,FINC ,Chicago ,Thu 6:00PM - 9:00PM ,2 ,0 ,7 ,7 ,2 ,Weekend ,0 ,5
Capital Markets ,Winter 2018 ,"Dew-Becker, Ian" ,FINC-950-0 (70) ,Winter 2018 Bidding Phase II ,FINC ,Chicago ,Thu 6:00PM - 9:00PM ,1 ,0 ,5 ,7 ,1 ,Weekend ,0 ,4
Healthcare Strategy ,Winter 2018 ,"Garthwaite, Craig" ,STRT-443-0 (30) ,Winter 2018 Bidding Phase I ,STRT ,Chicago ,Thu 6:00PM - 9:00PM ,3 ,0 ,4 ,4 ,3 ,Weekend ,0 ,1
Healthcare Strategy ,Winter 2018 ,"Garthwaite, Craig" ,STRT-443-0 (30) ,Winter 2018 Bidding Phase II ,STRT ,Chicago ,Thu 6:00PM - 9:00PM ,0 ,0 ,1 ,4 ,0 ,Weekend ,0 ,1
Ethics and Leadership ,Winter 2018 ,Unknown ,KPPI-460-0 (X81) ,Winter 2018 Bidding Phase I ,KPPI ,Evanston ,TBA  ,1 ,0 ,10 ,10 ,1 ,Evening ,0 ,9
Ethics and Leadership ,Winter 2018 ,Unknown ,KPPI-460-0 (X81) ,Winter 2018 Bidding Phase II ,KPPI ,Evanston ,TBA  ,0 ,0 ,9 ,10 ,0 ,Evening ,0 ,9
Strategy Beyond Markets ,Winter 2018 ,Unknown ,KPPI-441-0 (X81) ,Winter 2018 Bidding Phase I ,KPPI ,Evanston ,TBA  ,3 ,0 ,10 ,10 ,3 ,Evening ,0 ,7
